"year","ACCESS-CM2","ACCESS-ESM1-5","BCC-CSM2-MR","CanESM5","EC-Earth3","FGOALS-g3","GFDL-ESM4","INM-CM4-8","INM-CM5-0","IPSL-CM6A-LR","MIROC6","MPI-ESM1-2-HR","MPI-ESM1-2-LR","MRI-ESM2-0","NorESM2-LM","NorESM2-MM"
2017,1.795,1.1271,1.3706,1.6203,1.5402,3.3464,1.0712,2.651,2.1612,0.5463,1.4636,1.4433,1.2249,0.6299,1.3658,2.1252
2018,1.566,1.1603,1.324,1.6519,1.3184,3.1998,1.2389,2.5346,2.0598,0.6524,1.5312,1.0078,1.175,0.5677,1.5943,2.2802
2019,1.5582,1.2272,0.9407,1.5693,0.8182,3.0975,1.2068,2.4765,2.0477,0.4697,1.6056,1.2175,1.2508,1.0148,0.9443,2.1618
2020,1.3382,1.0893,1.348,1.3063,1.4534,3.1265,1.5137,2.5943,1.8286,0.4031,1.4298,0.8759,1.3253,0.8243,1.4493,2.2033
2021,1.054,1.6888,1.0797,1.0805,1.5184,3.1722,1.3094,2.6108,1.8993,0.4194,1.6765,1.0848,1.2585,0.3148,1.2161,2.1967
2022,0.753,1.6316,1.3404,0.7969,1.2212,3.1618,1.1548,2.4608,1.7458,0.2855,1.4252,0.8636,1.2573,0.5411,1.1754,2.4867
2023,1.0357,1.3621,1.0369,0.5364,1.249,3.1368,1.252,2.4588,1.6406,0.4732,1.4565,0.8673,1.2145,0.3934,1.2313,2.233
2024,0.7147,1.2242,1.5215,0.7064,1.0611,3.0923,1.3623,2.481,1.9842,0.392,1.2184,0.8886,1.1048,0.3853,1.8941,2.3872
2025,0.8361,1.3443,1.4481,0.7839,1.0202,3.04,1.566,2.5877,2.1677,0.54,1.335,0.6685,1.1906,0.4021,1.7964,2.5466
2026,1.014,1.0174,1.1407,0.657,0.9778,2.8812,1.8159,2.6868,2.149,0.2181,1.4352,0.655,1.1426,0.7902,1.8006,2.5569
2027,0.3825,1.0905,0.8951,0.5529,0.9367,2.9191,1.5649,2.3668,2.1469,0.5588,1.3716,0.5615,1.1182,0.5163,1.7576,2.5422
2028,0.5378,0.9854,1.017,0.6812,0.9097,3.148,1.4434,2.6837,2.0461,0.4146,1.2161,0.4892,1.0757,0.9763,1.3582,2.3789
2029,0.305,0.6052,0.6983,0.6029,0.5673,3.3389,1.1723,2.4757,2.1379,0.7318,1.2329,0.4983,1.345,0.3356,1.6509,2.3243
2030,0.8817,0.5579,1.3438,0.2369,0.8249,3.0734,1.167,2.5356,1.8656,0.458,1.1566,0.5959,1.2833,0.9336,1.6991,2.2407
2031,0.5839,1.1219,1.215,0.4,1.0175,3.2849,1.4342,2.5444,1.8361,0.1857,1.0513,0.6404,1.0847,0.9671,1.5119,2.0501
2032,0.8534,0.4504,1.3296,0.4818,1.4488,3.0911,1.4517,2.2962,2.1261,0.1851,1.1326,0.5038,1.2091,0.4038,1.4529,2.2023
2033,0.3912,0.7227,1.1585,0.4695,1.1637,2.9374,1.5205,2.4223,2.2007,0.0012,0.7952,0.5134,1.2939,0.6367,1.5975,2.1111
2034,0.4456,0.7623,0.6554,0.3883,1.5398,2.8374,0.8696,2.2223,1.9195,0.1361,1.0796,0.4719,1.103,0.2904,1.1852,2.3114
2035,0.4238,0.9597,0.8096,0.3096,0.6575,2.7947,1.056,2.2051,1.9222,0.02,1.0283,0.5186,1.0035,0.7342,0.879,2.3776
2036,0.6319,0.6818,1.5055,0.4365,1.1575,2.969,1.1117,2.1968,1.9191,0.0036,1.2052,0.3803,1.1036,0.5401,0.8494,2.1879
2037,0.2119,0.4248,1.3344,0.4454,1.2679,2.7874,0.8489,1.9752,2.0972,0.0726,0.937,0.5461,0.9118,0.2395,0.7999,1.7664
2038,0.0191,0.8752,0.9182,0.3272,1.3547,2.6551,0.651,2.4113,1.8673,0.3632,0.959,0.7379,0.8748,0.1789,0.8195,1.7716
2039,0.0959,0.664,0.8288,0.1425,0.8188,2.6446,0.7626,2.387,1.6882,0.2541,0.9943,1.0356,0.9138,0.3396,0.7052,1.9343
2040,0.188,0.4205,0.5908,0.2797,0.4744,2.6483,1.22,2.4975,1.3947,0.1222,1.0017,0.9348,0.7403,0.1824,0.7795,2.16
2041,0.1851,0.6009,0.7248,0.2029,0.5439,2.5801,0.7284,2.3008,1.8114,0.17,1.1503,0.8124,0.4902,0.1604,0.7517,1.8581
2042,0.0319,0.7,1.0548,0.3727,0.9467,2.6026,0.8726,2.1436,2.0118,0.1509,0.927,0.6271,0.5508,0.1395,0.6467,2.0458
2043,0.1029,0.2777,1.1155,0.4587,0.6298,2.7608,0.7829,1.7959,1.8272,0.2975,0.7012,0.8804,0.6343,0.0685,0.7338,2.1094
2044,0.0229,0.2845,0.4464,0.4407,0.6989,2.5666,1.3611,2.0846,1.6733,0.0453,0.7719,0.5089,0.463,0.0607,1.2038,1.7747
2045,0.0741,0.5246,0.3457,0.1704,0.5042,2.683,0.8681,1.9197,1.6761,0.069,0.8913,0.8524,0.7484,0.0353,0.9707,1.6633
2046,0.0527,0.2646,0.9451,0.3509,0.1197,2.7106,1.0749,1.9521,1.5758,0.0504,0.7842,0.6614,0.4075,0.0351,0.7738,1.5126
2047,0.0488,0.1497,1.4264,0.3313,0.2939,2.4975,1.3366,2.0262,1.6974,0.2212,0.7758,0.4107,0.3049,0.0904,0.7228,1.2145
2048,0.0546,0.1842,1.0301,0.0635,0.1224,2.5874,1.1648,1.9815,1.4618,0.1144,0.3937,0.2957,0.2732,0.1109,0.647,1.1774
2049,0.0838,0.1629,0.5043,0.1335,0.1093,2.4839,0.658,2.2014,1.4784,0.0583,0.3544,0.3373,0.3118,0.1657,1.1013,1.4352
2050,0.1157,0.2331,0.9174,0.1991,6e-04,2.5019,1.0416,2.0725,1.5775,0.0338,0.5001,0.2315,0.3439,0.0167,0.851,1.0962
2051,0.1149,0.1295,0.6606,0.3944,0.0027,2.6178,1.0162,2.3817,1.893,0.0426,0.5496,0.1214,0.4119,0.0115,0.7586,1.5208
2052,0.0294,0.3952,0.8357,0.1209,0.1537,2.828,0.9089,2.1021,2.1425,0.072,0.4581,0.2182,0.4203,0.0478,0.5992,1.3552
2053,0.0796,0.2129,0.9705,0.2288,0.1363,2.68,0.5981,2.134,2.1054,0.0302,0.397,0.2251,0.6441,0.0677,0.5293,1.5192
2054,0.1097,0.1822,0.7926,0.4709,0.3262,2.8119,0.8551,2.3053,2.172,0.0237,0.4554,0.2423,0.5956,0.0195,0.9003,1.334
2055,0.026,0.0955,0.5839,0.2341,0.1484,2.5224,0.8133,2.1188,2.1556,0.0385,0.2577,0.2591,0.3356,0.0504,0.7568,1.693
2056,0.0443,0.2002,0.3938,0.1896,0.0177,2.74,0.7493,2.0176,2.0345,0.1102,0.4346,0.4626,0.2989,0.0119,0.9345,1.6826
2057,0.0658,0.0675,0.3138,0.2097,0.0143,2.8198,0.8289,1.7395,2.0828,0.0816,0.0753,0.0521,0.396,0.0088,0.7076,1.5022
2058,0.1067,0.0676,0.3676,0.1027,0.221,2.825,0.5628,1.9828,1.9383,0.1572,0.2906,0.1361,0.3392,0.0106,0.7077,1.2357
2059,0.0445,0.0647,0.4371,0.0575,0.0881,2.4712,1.2751,2.0554,2.0439,0.0932,0.155,0.3241,0.3762,0.0061,0.6589,0.8113
2060,0.0043,0.0828,0.6629,0.1348,0.0085,2.4926,0.9458,1.8981,1.631,0.0078,0.1097,0.3039,0.378,0.0123,0.5816,0.6999
2061,0.0102,0.0209,0.4852,0.0662,0.0067,2.7968,1.142,1.8186,1.4986,0.0045,0.0835,0.4144,0.1233,0.0052,0.4221,0.8522
2062,0.0072,0.0138,0.3207,0.0112,0.0124,2.6509,0.764,1.8437,1.4365,0,0.2038,0.4283,0.3233,0.0419,0.407,1.1798
2063,0.002,0.0215,0.8449,0.0404,0.0155,2.5559,1.1262,1.8162,1.3468,2e-04,0.2459,0.3524,0.2429,0.0143,0.6104,1.4197
2064,0.0425,0.0201,0.1986,0.0298,0.0064,2.6373,0.6412,1.9131,1.4767,2e-04,0.3552,0.1578,0.1846,0.0096,0.3219,1.3976
2065,0.0054,0.0967,0.4662,0.0899,0.0357,2.8609,0.7865,2.0165,1.8449,0.0052,0.1225,0.2319,0.3916,0.0507,0.2752,1.4887
2066,0.0198,0.0802,0.3448,0.0862,0.0018,2.7613,0.9474,2.051,1.5705,0.0159,0.0255,0.1246,0.4788,0.0537,0.4005,1.5935
2067,0.0912,0.0887,0.5456,0.0185,0.0625,2.5959,0.8976,1.9866,1.5107,0.0513,0.2505,0.0013,0.2518,0.05,0.2908,1.2563
2068,0.0289,0.1213,0.4783,0.0178,0.0169,2.5684,0.6076,2.2008,1.8471,0.0785,0.0475,0.351,0.1559,0.1734,0.1444,1.3524
2069,0.0171,0.0593,0.5055,0.0085,0.0416,2.5256,0.4191,2.3697,1.5681,0.0249,0.0563,0.1752,0.2466,0.0252,0.2472,1.2242
2070,0.0194,0.0389,0.3264,2e-04,0.1969,2.2475,0.8236,2.0335,1.248,0.0027,0.0257,0.155,0.533,0.0211,0.6779,1.1826
2071,0.0093,0.0767,0.5597,0.0454,0.1545,2.306,1.4082,2.0978,1.4102,0,0.0309,0.0203,0.5141,0.0087,0.3199,1.1082
2072,0.0067,0.1846,0.3797,0.0149,0.1436,2.4532,0.8922,1.9896,1.6196,0.005,0.0403,0.5005,0.5717,0.0235,0.7751,0.708
2073,0.0049,0.2153,0.8533,8e-04,0.1419,2.4509,0.6247,1.9785,1.5681,5e-04,0.0454,0.3724,0.226,0.0149,0.5364,0.9701
2074,0.0047,0.0928,0.0657,0.0059,0.0072,2.1811,0.4446,2.0138,1.611,0.0034,0.0312,0.0781,0.2814,0.0055,0.7364,1.0784
2075,0.007,0.0306,0.1763,0.001,0.1799,2.2974,0.749,1.9426,1.6632,0.0117,0.0478,0.3384,0.4362,0.0465,0.3103,0.9408
2076,0.0476,0.1586,0.311,0,0.0017,1.9533,0.4902,2.3015,1.7981,2e-04,0.0198,0.0506,0.0461,0.0247,0.2461,0.9409
2077,0.0141,0.024,0.4946,0.0362,0.0048,2.2246,0.4105,2.1341,1.8174,0.0073,0.0167,0.2101,0.1991,0.0082,0.2688,0.7836
2078,0.0096,0.0918,0.5365,0.0263,0.0256,2.451,0.1259,1.9802,1.5711,0.001,0.0267,0.4315,0.1948,0.0424,0.5482,0.688
2079,0.0053,0.0516,0.4429,0.0296,0,2.2995,0.7707,1.9188,1.7438,2e-04,0.0915,0.3804,0.3137,0.0136,0.4091,0.7295
2080,0.0059,0.0391,0.5681,0.0479,0.0099,2.3251,0.5127,1.9469,1.5363,0.0095,0.014,0.1031,0.0614,0.0766,0.6903,0.6762
2081,0.0079,0.0413,0.4356,0.0096,0.3536,2.2074,0.7099,1.8689,1.3156,0.0113,0.0428,0.0633,0.2825,0.0055,0.3326,0.625
2082,0.0105,0.0308,0.3874,0.0411,0.0227,1.9817,0.7041,2.0138,1.3531,0,0.0645,0.1529,0.3374,0.0653,0.5082,0.963
2083,0.0067,0.0617,0.0789,8e-04,0.1425,1.9677,0.6945,1.8216,1.6139,0.0119,0.0295,0.0265,0.2634,0.014,0.2151,0.4764
2084,2e-04,0.0599,0.0823,0.0132,0.0056,2.6137,0.0711,2.1366,1.9094,0.0154,0.0169,0,0.115,0.0102,0.4447,0.4071
2085,0.0054,0.0429,0.2631,0.0167,0.0743,2.2119,0.5204,1.8242,1.4603,0.0012,0.0164,0.1184,0.2046,0.1591,0.2847,0.5223
2086,0.0222,0.0093,0.3269,0.002,0.0046,2.3353,0.3744,2.0344,1.3535,0.0039,0.051,0.1342,0.1843,0.0124,0.1172,0.7797
2087,0.013,0.0583,0.4948,0.0111,0.0225,2.0992,0.2481,2.0418,1.2872,5e-04,0.0218,0.0217,0.2029,0.0087,0.1388,0.3703
2088,0.0091,0.0464,0.3568,0.0291,0.0014,2.2746,0.4971,1.7071,1.5527,0.0013,0.0025,0.0943,0.1248,0.0052,0.277,0.6508
2089,0.0035,0.0361,0.4198,0.0279,0.0018,2.4984,0.0024,1.8234,1.5482,0.0014,0.1228,0.1256,0.0981,0.1865,0.4625,0.3936
2090,3e-04,0.0514,0.1949,0.0053,0.0081,1.8059,0.468,1.5069,1.6328,0.0043,0.146,0.16,0.0725,0.0118,0.3928,0.4612
2091,0.0035,0.0309,0.0215,0.0056,0.0046,2.2127,0.3036,1.7474,1.5148,0,0.0411,0,0.0731,0.0044,0.0802,0.2836
2092,0.0018,0.0415,0.3807,0.0132,0.002,2.1523,0.6671,2.0986,1.4663,0.0045,0.0113,0,0.2248,0.02,0.2641,0.4167
2093,0.0082,0.0333,0.0962,0.0032,8e-04,1.9856,0.3544,1.7979,1.4316,0.0103,2e-04,0,0.1178,0.0711,0.1595,0.6899
2094,2e-04,0.0219,0.2633,0.0174,0.0078,2.0849,0.3511,1.8206,1.228,4e-04,6e-04,0,0.1979,0.01,0.1781,0.7117
2095,0.0045,0.0115,0.1445,0.0084,3e-04,2.1291,0.0945,1.655,0.8729,0,0.0057,0.08,0.2194,0.0393,0.1463,0.9954
2096,0.0023,0.0135,0.1567,7e-04,0.0101,2.1319,0.2184,1.8468,0.8335,0,0.0014,0.0714,0.0485,0.0273,0.1717,0.5941
2097,0.0106,0.0234,0.2411,0.0029,0.0189,1.7555,0.4401,1.8338,1.1684,0,0.0082,0.1418,0.004,0.0128,0.1291,0.7559
2098,0.0044,0.0098,0.2541,0.0064,0.0052,1.6087,0.2086,1.9544,0.8895,0,6e-04,0.2993,0,0.0095,0.1148,0.5122
2099,0.0019,0.0158,0.5327,0,0.0025,2.0374,0.6171,1.8562,1.2271,0,0,0.3837,0.0063,0.011,0.1129,0.6526
2100,0.003,0.0264,0.4506,0.0029,0.0031,2.1537,0.3387,1.797,1.2835,0,0.0014,4e-04,0.201,0.0563,0.6753,0.3601
