"year","ACCESS-CM2","ACCESS-ESM1-5","BCC-CSM2-MR","CanESM5","EC-Earth3","FGOALS-g3","GFDL-ESM4","INM-CM4-8","INM-CM5-0","IPSL-CM6A-LR","MIROC6","MPI-ESM1-2-HR","MPI-ESM1-2-LR","MRI-ESM2-0","NorESM2-LM","NorESM2-MM"
2017,1.6212,0.964,1.5341,1.37,1.9512,3.3367,1.4309,2.2535,2.1063,0.6165,1.6191,1.3695,1.5158,0.7223,1.7478,2.0019
2018,1.366,0.5436,1.2694,1.1012,1.7484,3.2845,1.7142,2.4386,2.1127,1.0283,1.5149,0.8532,1.3845,0.5045,1.7015,2.2446
2019,1.1296,1.3893,1.1586,1.3416,1.8154,3.3475,1.7115,2.4276,2.319,1.02,1.3697,1.085,1.1421,0.2524,1.5474,2.1911
2020,1.1707,1.4204,1.3114,1.1779,1.9224,3.252,1.8362,2.2935,2.2869,1.0168,1.4017,1.2004,1.1645,0.9543,1.5017,2.3346
2021,0.7028,1.2499,1.0903,1.2174,1.6353,3.2138,1.6232,2.2644,1.9334,0.4576,1.4971,1.33,1.2701,0.8002,1.2061,2.5182
2022,0.9452,1.3443,1.3306,1.1822,0.9806,3.132,1.193,2.2629,2.1243,0.627,1.5439,1.094,0.9985,0.1363,1.093,2.4508
2023,0.9319,1.049,1.5556,1.2497,1.0685,3.1596,1.3996,2.3234,1.8949,0.567,1.7072,1.0308,1.0149,0.3087,0.8083,2.2552
2024,0.7557,1.2314,1.2786,1.0791,1.2025,3.045,1.6197,2.3714,1.7785,0.6381,1.4192,0.9625,1.1863,0.4627,0.9502,1.9892
2025,0.8742,1.2899,1.0174,1.2667,0.7445,3.0729,1.1832,2.4276,1.7987,0.5992,1.1499,1.2596,1.0795,0.4878,1.0579,2.0643
2026,0.5775,1.3787,1.1551,0.9577,0.8183,2.6445,1.3483,2.177,1.8591,0.4932,1.1318,1.1474,1.0804,0.8147,1.5415,2.0378
2027,0.2805,1.3844,0.6754,0.7106,0.9621,3.0436,1.4221,2.1142,1.7206,0.6593,1.0713,1.2218,1.08,0.4036,1.7752,2.0835
2028,0.3253,1.1934,0.7901,0.6134,0.7048,2.9477,1.5899,2.458,1.4931,0.4049,0.8783,1.2907,0.9946,0.1849,1.4679,1.9073
2029,0.4923,1.118,0.9139,0.7019,0.3276,3.1122,1.5289,2.2297,1.4662,0.1821,0.8742,0.9993,0.8746,0.9006,1.6484,2.1282
2030,0.6926,1.1736,0.9595,0.5572,0.7558,3.0246,1.3087,2.2014,1.645,0.2472,0.9247,0.9352,1.0133,0.4296,0.9557,2.053
2031,0.5011,1.0256,1.0474,0.6481,0.9321,3.1007,1.1908,2.505,1.5518,0.2697,1.0615,0.9285,0.7933,0.4243,1.3201,1.9268
2032,0.5044,1.1897,0.7401,0.583,0.7176,3.0144,1.3837,1.9795,1.5557,0.5578,1.0025,0.9815,0.8185,0.351,1.0502,2.2087
2033,0.7878,0.5739,0.7402,0.4092,0.8181,3.0901,1.4301,2.2957,1.9379,0.3666,1.0232,0.7995,0.9228,0.2554,0.8653,2.2257
2034,0.2393,0.3853,1.0889,0.4209,0.804,2.9233,1.1991,1.8286,2.027,0.459,0.8882,0.7687,0.8979,0.0627,0.926,2.0253
2035,0.1772,0.4515,1.0111,0.4371,1.0947,2.8671,1.0902,2.2578,1.7514,0.7376,1.1556,0.5619,0.8193,0.2486,0.6132,1.7468
2036,0.543,0.4714,0.8541,0.4634,0.6329,2.8926,1.2732,1.9361,1.6432,0.5729,0.917,0.5892,0.9991,0.1467,0.9226,1.9702
2037,0.0908,0.3023,0.8152,0.2135,1.0092,2.8978,1.1777,2.1755,1.4679,0.7091,0.7791,0.4392,0.8397,0.1225,0.7992,1.7555
2038,0.1926,0.3333,1.0494,0.3326,0.8697,2.8179,0.9691,1.8956,1.3047,0.4471,0.8721,0.5125,0.5422,0.0287,0.7934,1.7098
2039,0.273,0.3248,0.8486,0.4072,0.4782,2.9173,0.8327,1.9215,1.5048,0.4676,1.0125,0.1415,0.7889,0.0131,0.8109,1.5144
2040,0.2971,0.1399,0.5049,0.2211,0.1322,2.827,0.8695,2.2355,1.3783,0.4969,0.8926,0.2538,0.7279,0.0165,1.0408,1.7972
2041,0.2147,0.1452,0.8456,0.2185,0.1051,2.8059,0.8897,2.1588,1.2242,0.2644,0.7682,0.4458,0.6049,0.1024,0.7424,1.718
2042,0.1522,0.2501,0.7639,0.1445,0.0415,2.7412,0.9294,2.0325,1.578,0.0456,0.9136,0.5362,0.4551,0.0121,0.7295,1.6897
2043,0.0208,0.4015,0.4761,0.0629,0.1223,2.7664,0.7609,2.151,1.4059,0.0671,0.8519,0.6081,0.3903,0.0071,0.974,1.5391
2044,0.0846,0.1328,0.8234,0.0979,0.074,2.7174,0.9758,1.8366,1.5785,0.0379,0.7428,0.6627,0.5,0.0051,0.8584,1.2495
2045,0.0538,0.2515,0.6118,0.1577,0.0171,2.6258,0.7821,1.9561,1.2215,0.0014,0.5801,0.4929,0.6977,0.0054,1.2476,1.2259
2046,0.1372,0.0783,0.2637,0.0493,0.0014,2.4414,1.1436,1.9682,1.3784,0.0305,0.7745,0.3313,0.4601,0.0089,0.69,1.2279
2047,0.0788,0.146,0.3688,0.0404,0.0101,2.5717,0.8156,1.8499,1.411,0.0369,0.7178,0.0523,0.3286,0.0026,0.9742,1.1812
2048,0.0324,0.1825,0.1032,0.0037,0.0016,2.3256,0.8274,1.8229,1.4091,0.0382,0.6374,0.0724,0.5187,0.0042,0.7654,1.4317
2049,0.1943,0.1001,0.4812,0.0351,8e-04,2.2378,0.562,1.4923,1.3033,0.0287,0.5714,0.4925,0.5976,0.0075,0.5023,1.1996
2050,0.0099,0.0582,0.3301,0.0315,0.0422,1.9882,0.6014,1.6157,1.2722,0.0209,0.4244,0,0.534,0.0054,0.5926,1.0566
2051,0.0279,0.0838,0.2531,0.0133,0.0086,2.0673,0.508,2.0207,1.2803,0.0385,0.2866,0.0114,0.512,0.0066,0.7344,1.4964
2052,0.0169,0.0439,0.2873,0.007,0.0982,1.8949,0.4105,1.7856,1.2321,0.1148,0.2833,0.1258,0.3598,0.01,0.2996,0.868
2053,0.0372,0.0865,0.3569,0.0368,4e-04,1.8395,0.6969,2.0254,1.512,0,0.3775,0.0573,0.4241,0.0022,0.2534,0.9155
2054,0.0293,0.0259,0.3351,0.0284,5e-04,1.8879,0.6248,2.0053,1.4566,0,0.1849,0.119,0.4097,0.0038,0.4148,1.2204
2055,0.0117,0.041,0.7086,0.0232,0.0162,2.0817,0.8545,1.6203,1.4048,0.0039,0.0525,0.1228,0.3011,0.003,0.2413,1.2061
2056,0.0052,0.0231,0.1985,0.0374,0.0054,1.6795,0.8044,1.5512,1.5054,0,0.0769,0.3256,0.2716,0.0034,0.2246,1.6032
2057,0.005,0.0086,0.341,0.0246,0.0038,1.8217,0.6919,1.4056,1.4033,0.0043,0.0758,0.097,0.256,0.006,0.1589,1.2787
2058,0.0063,0.0629,0.2449,0.0173,0.0141,2.0304,0.7181,1.6968,1.1381,0.0138,0.0886,0.0068,0.0578,0.034,0.3054,0.8715
2059,0.0013,0.0656,0.0788,0.0146,0.0024,1.9701,0.5265,1.8512,0.9252,0.0089,0.1773,0.2046,0.0519,0.0066,0.2698,0.6842
2060,0.0066,0.007,0.1269,0.0221,0.0018,2.2399,0.7924,1.7775,0.973,0,0.4517,0.025,0.1206,0.0026,0.1454,0.8415
2061,0.0116,0.0194,0.0507,0.0135,0.0238,1.8935,0.4589,1.8656,1.1794,4e-04,0.2247,0.0442,0.0428,0.006,0.1924,0.8067
2062,0.0021,0.0561,0.3578,0,0.0157,1.7505,0.2749,1.6478,1.0647,0.0018,0.0307,0,0.0077,0.0076,0.1145,0.5793
2063,8e-04,0.0162,0.4067,0.0069,2e-04,1.6267,0.4249,1.8707,1.0765,0,0.0153,0,0,0.0064,0.1845,0.4129
2064,0.0106,0.0416,0.1986,0.0018,1e-04,1.5484,0.5342,1.5571,1.6049,2e-04,0.0346,0,0.0644,0.0713,0.2279,0.7546
2065,0.0392,0.0319,0.0051,0.0019,5e-04,1.8439,0.3942,1.5516,1.6563,5e-04,0.0593,4e-04,0,0.0138,0.1189,0.7163
2066,0.0198,0.0247,0.022,0.0065,0.0148,1.6078,0.1401,1.1542,1.3595,0,7e-04,1e-04,0.0115,0.0024,0.2393,0.3896
2067,0.0069,0.1014,0.1069,2e-04,0.0014,1.7672,0.2841,1.2566,1.3851,2e-04,3e-04,0.0033,0,0.003,0.2375,0.3674
2068,0.0032,0.0735,0.1829,3e-04,2e-04,1.6251,0.2721,1.4616,1.4333,0.0013,0.0029,0,0.1758,0.0136,0.1586,0.3014
2069,0.0042,0.0247,0.2141,3e-04,0,1.457,0.1844,1.4958,1.4081,2e-04,0.0022,0.0266,0,0.0124,0.1527,0.4495
2070,0.0078,0.0156,5e-04,0.0039,0.002,1.4213,0.0098,1.5751,1.2008,0,4e-04,0.0285,0,0.0035,0.1868,0.3712
2071,0.0029,0.0319,0.035,0.0027,0.0043,1.4442,0.0203,1.6176,1.2058,0,1e-04,0,0.0018,0.0019,0.0906,0.4086
2072,0.0048,0.0043,0.0731,0,5e-04,1.3758,0.0466,1.3177,1.2149,0,2e-04,0,0,0.0032,0.0348,0.1805
2073,0.0317,0.036,0.0018,0,0.0014,1.4798,0.0324,1.4995,0.959,0,0,0,0,0.0029,0.0086,0.3682
2074,0.005,0.0089,0.0706,0,0,1.0045,0.0425,1.4149,0.6661,0,0,0,0.0097,0.0042,0.0488,0.1507
2075,0.0015,0.0094,0.1407,0,0,1.6585,0.309,1.247,0.7229,4e-04,6e-04,0,0,0.0021,0.0611,0.4763
2076,0.0033,0.0106,0.002,0,0,1.3232,0.0759,1.2197,1.063,0,0,0,0,0.0057,0.0777,0.2827
2077,0,0.0029,0.0016,0,2e-04,1.3481,0.2027,1.4184,1.0378,0,0,0,0,0.0071,0.0024,0.156
2078,0.002,0.0204,8e-04,1e-04,3e-04,0.9271,5e-04,1.3918,0.6937,0,0,0,0,0.0016,0.0201,0.1681
2079,0.0038,0.0016,0.0018,0,0,1.1612,0.0018,1.1086,0.9287,0,0,0,0.0058,0.0014,0.062,0.1321
2080,0.001,0.0102,0.0018,0,1e-04,1.0842,0.1254,1.1739,0.6374,0,0,0,0,0.0027,0.0562,0.1187
2081,0.0063,0.0084,0,0,1e-04,1.1245,0.0619,1.5103,0.5224,0,0,0,0,0.0026,3e-04,0.0906
2082,0.0022,0.0051,0,0,0,1.0153,0.0167,1.385,0.6418,0,0,0,0,0.0021,5e-04,0.1017
2083,7e-04,0.0092,0,0,0,1.0451,4e-04,1.1597,0.6924,0,0,0,0,0.0018,0.0203,0.0507
2084,0.0015,0.0031,0.0657,0,0,0.6835,6e-04,1.3928,0.6993,0,0,0,0,0.0017,0.0698,0.0451
2085,0,8e-04,0.0036,0,0,0.6715,0.0014,0.8793,0.7601,0,0,0,0,0.0022,0.0097,0.0685
2086,0,0.0059,0.0287,0,0,0.6131,3e-04,1.1326,1.0757,0,0,0,0,8e-04,0.0017,0.094
2087,9e-04,1e-04,3e-04,0,0,0.9443,4e-04,1.1718,0.8375,0,0,0,0,0.0014,0.0142,0.1025
2088,0.001,3e-04,0,0,0,0.8397,4e-04,1.0216,0.4476,0,0,0,0,0.0014,0.0039,0.0215
2089,3e-04,0.0033,0,4e-04,0,0.645,7e-04,1.1365,0.7815,0,0,0,0,0.0015,0.0123,0.0649
2090,0,0.0016,6e-04,0,0,0.5768,4e-04,1.0896,0.9067,0,0,0,0,0.0027,0.0247,0.0329
2091,0.0013,1e-04,0,0,0,0.6532,2e-04,0.7731,0.8921,0,0,0,0,0.0017,0.0072,0.0234
2092,0.0011,8e-04,7e-04,0,0,0.5994,3e-04,0.766,0.6117,0,0,0,0,0.0013,0.0043,0.0104
2093,3e-04,0.0022,0.0024,0,0,0.4829,3e-04,0.7563,0.2097,0,0,0,0,0.0021,0.0137,0.0034
2094,0,0.0018,0.0024,0,0,0.4554,4e-04,0.6131,0.4734,0,0,0,0,0.0019,5e-04,0.0042
2095,0,7e-04,0,0,0,0.9621,5e-04,0.8356,0.1535,0,0,0,0,0.0012,6e-04,0.046
2096,0,0.0019,0,0,0,0.842,0.0053,0.6633,0.2282,0,0,0,0,0.002,0.0012,0.0268
2097,8e-04,6e-04,0,0,0,0.6924,3e-04,0.6581,0.2012,0,0,0,0,0.0013,0.0018,0.0664
2098,0,4e-04,0,0,0,0.7298,3e-04,0.7956,0.183,0,0,0,0,9e-04,0,0.0166
2099,0,0.0019,0,0,0,0.7138,2e-04,1.0595,0.343,0,0,0,0,0.0014,0.0046,0.0167
2100,0,0.0011,0,0,0,0.4371,2e-04,1.0705,0.1452,0,0,0,0,0.0015,0.0043,0.0194
